1;49.993948;8.86277
1;50.447678;7.392072
1;54.103016;12.089178
6;54.076327;9.980066
1;53.931906;9.747614
1;53.804304;9.645209
4;51.348667;9.525365
1;54.306271;13.079628
4;54.109731;13.034017
2;52.347126;13.283171
1;52.090574;13.160351
1;48.128857;11.364064
3;48.139554;11.565512
1;51.360227;8.989743
4;52.507538;13.283449
6;49.792023;10.029148
1;49.305149;8.147013
1;52.525849;13.368883
1;52.59957;12.354828
1;51.312998;9.446844
1;50.068253;8.633276
1;48.380744;10.872515
1;48.712868;9.411112
11;53.55257;9.93477
3;53.56084;9.989532
3;53.56084;9.989532
2;53.56084;9.989532
1;53.420941;10.034613
1;53.404006;10.065437
2;48.399594;9.982287
2;49.595977;11.001735
2;48.07591;11.660024
1;48.093466;11.630144
1;52.575173;13.374816
1;49.146274;9.22215
1;50.060117;8.802147
1;52.535216;13.446253
1;51.570044;12.285359
1;49.374465;8.37702
1;52.393969;9.717267
9;52.247436;13.260293
2;51.620789;13.564263
2;48.958813;9.018373
5;48.947271;8.959009
1;48.956629;8.920157
4;48.956629;8.920157
8;48.894064;8.702969
1;48.914298;8.67246
1;48.948808;8.620385
1;48.137244;11.574843
1;47.682956;8.625131
1;52.514631;13.637004
1;48.829647;9.166668
1;48.907431;9.1478
5;51.477087;11.986998
2;51.45047;7.076164
1;49.477257;8.433769
1;52.458952;9.699073
1;48.772646;9.165743
1;48.829647;9.166668
1;48.393445;10.005704
2;49.005988;8.492702
3;48.894064;8.702969
1;49.819593;10.991056
2;49.900837;10.899582
3;49.900837;10.899582
1;49.966827;10.887132
1;50.108668;10.995002
1;49.353844;8.157638
26;49.502301;8.204598
30;49.502301;8.204598
1;47.953064;9.64405
1;49.444194;7.904556
1;49.37202;8.253248
1;49.478938;8.452215
3;54.541779;9.820526
1;52.394104;13.014492
1;49.141941;9.219058
1;50.068253;8.633276
1;50.019873;8.24602
5;50.001238;8.258479
2;50.208619;9.226815
5;48.860597;8.215763
5;51.911113;10.422965
5;51.679479;13.202816
1;51.264186;6.821212
1;52.674828;11.854875
6;52.436569;11.811241
3;52.33837;11.759607
1;52.10911;11.629911
1;48.058984;11.521851
1;48.080144;11.526894
1;48.080144;11.526894
2;52.257944;10.358809
3;52.318936;10.232223
1;50.528374;8.662032
1;50.57937;8.662841
1;50.588566;8.669241
1;48.481342;9.976803
1;48.619578;9.841713
3;48.783002;9.179811
5;50.812892;6.294139
3;52.503817;13.485365
1;50.103994;7.139241
1;50.108668;10.995002
8;50.108668;10.995002
2;49.966827;10.887132
1;50.103994;7.139241
1;48.354315;11.275295
1;48.129037;11.593271
1;48.892293;9.185087
1;49.447449;8.40957
1;49.477257;8.433769
3;50.941024;6.974586
1;50.940988;6.974577
1;50.858126;7.079238
2;50.826924;7.114584
1;51.5675;6.738269
1;51.772392;6.456052
2;51.809706;6.399636
1;51.822156;6.343912
1;49.451413;8.538098
2;48.993529;8.401938
1;51.429615;6.776041
1;51.364794;6.777578
11;51.04022;13.731409
3;48.380744;10.872515
3;48.333748;10.732652
1;48.754839;8.87211
11;48.829647;9.166668
2;48.803398;9.18933
1;50.699322;12.419307
1;51.15023;12.413141
5;52.469487;13.443035
5;52.469487;13.443035
2;49.00642;8.483147
1;49.005835;8.512308
1;49.327784;6.75017
3;50.802096;7.159413
1;50.779911;7.149534
2;50.940988;6.974577
1;50.942822;6.959187
1;50.943649;6.933892
3;48.993529;8.401938
2;51.538888;7.676401
3;49.274802;7.110764
1;51.447989;7.376314
1;51.219708;6.794011
